"geneid"	"SRR2040653"	"SRR2040654"	"SRR2040655"	"SRR2040656"	"SRR2040657"	"SRR2040658"
"WBGene00050071"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049008"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045579"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167509"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046210"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170455"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166647"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049980"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049815"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166726"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047231"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049791"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169571"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167522"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173854"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050034"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168670"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049406"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171522"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050842"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168148"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050104"	"0"	"0"	"0"	"2"	"0"	"0"
"WBGene00172314"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048752"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172373"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171011"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046704"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167226"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046524"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173410"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047206"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047472"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166064"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047319"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170069"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173164"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165411"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165828"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046853"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048523"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172451"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174538"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045783"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167782"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174916"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049012"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168778"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049574"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168781"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048764"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048423"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170818"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165831"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049326"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165771"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049105"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171426"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046955"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048865"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169125"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047163"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049021"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168587"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171634"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048329"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166653"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046650"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168972"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046519"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046133"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169238"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174471"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170146"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046227"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167262"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172159"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166908"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049603"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047405"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045745"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048469"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172131"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050404"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049961"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046225"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050762"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049593"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168197"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050259"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174228"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173497"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046798"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048356"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169024"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169818"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046612"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168296"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166260"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046140"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044989"	"362"	"124"	"103"	"192"	"83"	"93"
"WBGene00167469"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047965"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166804"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168311"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172193"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048047"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166119"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172387"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170446"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171515"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001575"	"16"	"7"	"3"	"5"	"1"	"3"
"WBGene00173363"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166940"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048220"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167533"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047577"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167305"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006598"	"7"	"0"	"1"	"8"	"3"	"0"
"WBGene00047430"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006597"	"6"	"3"	"0"	"2"	"1"	"2"
"WBGene00165580"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165571"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168433"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047819"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047719"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046346"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046784"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165262"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045829"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050811"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048732"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050292"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001190"	"56"	"34"	"98"	"55"	"103"	"136"
"WBGene00048482"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046888"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174400"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167127"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047979"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167354"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047545"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047769"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166421"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171371"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048232"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169967"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045736"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170544"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046191"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170955"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045758"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165974"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045811"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050110"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169023"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170209"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171314"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048586"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172810"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045785"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047840"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169950"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046751"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00047398"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169875"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170447"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166468"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047736"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045913"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045951"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050702"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165878"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172345"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169043"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050093"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047055"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173984"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171098"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168319"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168832"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047902"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045798"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165623"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166526"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049276"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173267"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049178"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050250"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049129"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170211"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171528"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167417"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165450"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171101"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048929"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168964"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166013"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168851"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174969"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048663"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166196"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167441"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174871"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169367"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050294"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045526"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049925"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048750"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048217"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167771"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173146"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174446"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167960"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167130"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165973"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169376"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048711"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047416"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172090"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048115"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171420"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173874"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050567"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049756"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048199"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174688"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048468"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172452"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046310"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173162"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048696"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166913"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172006"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049217"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169200"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171958"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047379"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169261"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166596"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046468"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167932"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199798"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00014563"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005810"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166137"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165456"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166209"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165397"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169045"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00012542"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048562"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047353"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166599"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174323"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048005"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173808"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166876"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171157"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00012541"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048762"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048262"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171849"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167012"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167170"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171028"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048853"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045709"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170524"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174120"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045819"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049342"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171574"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167232"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170695"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170293"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174520"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171195"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169534"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048422"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170742"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168631"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169542"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171115"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049592"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165395"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00049466"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00166780"	"0"	"1"	"2"	"0"	"0"	"0"
"WBGene00168157"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170286"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048917"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048962"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172442"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047826"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167363"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171294"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049473"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045661"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168645"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166813"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173020"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047150"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174935"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049091"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046640"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048719"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048530"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047831"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172975"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050385"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167465"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047427"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168716"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045896"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046894"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172742"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167642"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172621"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198798"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201963"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200911"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196813"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195705"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198933"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199919"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003280"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00047916"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050197"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050020"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170135"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173390"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165701"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049942"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046922"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173623"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173220"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174594"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168960"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049180"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050206"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173219"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171611"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172925"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171269"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174840"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046072"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050382"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165794"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166248"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046681"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174675"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00173570"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00048282"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047512"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168367"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045569"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050150"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172173"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167430"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172970"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047308"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170063"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165228"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170075"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047025"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050542"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046562"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170495"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047680"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00012540"	"913"	"1"	"1"	"399"	"3"	"2"
"WBGene00169329"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169730"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169349"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050155"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047853"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046739"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168465"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168371"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050388"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170375"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00166488"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170647"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00048313"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172369"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046582"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00047224"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045841"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00167073"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046123"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169443"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046881"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172936"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165767"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046480"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169001"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050252"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172214"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00172714"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00045871"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165479"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00012538"	"95"	"51"	"42"	"36"	"27"	"20"
"WBGene00171449"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049393"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046175"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00046174"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171024"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00168145"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171541"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050151"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165539"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171210"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00049307"	"0"	"0"	"0"	"0"	"0"	"0"
